"","plot","sp","cover","accepted_name"
"469","CC99","Arisaematriphyllum",3,"Arisaema triphyllum"
"470","CC99","Circaealutetiana",3,"Circaea lutetiana"
"471","CC99","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"472","CC99","Quercussp.",1,"Quercus"
"473","CC99","Unk.Forb",1,""
"474","CC99","Bidenssp.",1,"Bidens"
"475","D113","Alliariapetiolata",1,"Alliaria petiolata"
"476","D113","Menispermumsp.",1,"Menispermum canadense"
"477","D113","Arisaematriphyllum",2,"Arisaema triphyllum"
"478","D113","Convovulussp.",8,"Convolvulus"
"479","D113","Loniceratatarica",8,"Lonicera tatarica"
"480","D113","Helianthussp.",2,"Helianthus"
"481","D113","Rubusoccidentalis",1,"Rubus occidentalis"
"482","D113","Geumcanadense",1,"Geum canadense"
"483","D113","Hydrophyllumsp.",1,"Hydrophyllum"
"484","D113","Ambrosiaartemisiifolia",1,"Ambrosia artemisiifolia"
"485","D113","Cirsiumarvense",1,"Cirsium arvense"
"486","D117","Erythroniumalbidum",10,"Erythronium albidum"
"487","D117","Loniceramaackii",5,"Lonicera maackii"
"488","D117","Impatienssp.",2,"Impatiens"
"489","D117","Symphyotrichumshortii",2,"Symphyotrichum shortii"
"490","D117","Polygonatumbiflorum",2,"Polygonatum biflorum"
"491","D117","Geumcanadense",2,"Geum canadense"
"492","D123","Floerkeaproserpinacoides",25,"Floerkea proserpinacoides"
"493","D123","Geumcanadense",2,"Geum canadense"
"494","D123","Symphyotrichumlateriflorum",2,"Symphyotrichum lateriflorum"
"495","D123","Toxicodendronradicans",6,"Toxicodendron radicans"
"496","D123","Solidagoaltissima",3,"Solidago canadensis"
"497","D123","Elymushystrix",2,"Elymus hystrix"
"498","D123","Impatienssp.",2,"Impatiens"
"499","D125","Symphyotrichumshortii",10,"Symphyotrichum shortii"
"500","D125","Taraxacumofficinale",10,"Taraxacum officinale"
"501","D125","Galiumtriflorum",5,"Galium triflorum"
"502","D125","Fragariavirginiana",2,"Fragaria virginiana"
"503","D125","Solidagoaltissima",5,"Solidago canadensis"
"504","D125","Geumcanadense",4,"Geum canadense"
"505","D125","Geraniummaculatum",2,"Geranium maculatum"
"506","D125","Erythroniumalbidum",6,"Erythronium albidum"
"507","D125","Alliumcanadense",2,"Allium canadense"
"508","D125","Cardamineconcatenata",6,"Cardamine concatenata"
"509","D125","Rubushispidus",3,"Rubus hispidus"
"510","D134","Rhamnuscathartica",1,"Rhamnus cathartica"
"511","D134","Unknown",1,""
"512","D134","Claytoniavirginica",1,"Claytonia virginica"
"513","DD100","Floerkeaproserpinacoides",40,"Floerkea proserpinacoides"
"514","DD100","Eupatoriumrugosum",2,"Ageratina altissima"
"515","DD100","Symphyotrichumlateriflorum",7,"Symphyotrichum lateriflorum"
"516","DD100","Arisaematriphyllum",3,"Arisaema triphyllum"
"517","DD100","Impatienssp.",2,"Impatiens"
"518","DD100","Hackeliavirginiana",3,"Hackelia virginiana"
"519","DD100","Galiumtriflorum",2,"Galium triflorum"
"520","DD100","Alliariapetiolata",1,"Alliaria petiolata"
"521","DD100","Geumcanadense",1,"Geum canadense"
"522","DD100","Lactucacanadensis",2,"Lactuca canadensis"
"523","DD100","Circaealutetiana",3,"Circaea lutetiana"
"524","DD112","Trilliumrecurvatum",15,"Trillium recurvatum"
"525","DD112","Circaealutetiana",7,"Circaea lutetiana"
"526","DD112","Smilacinaracemosa",2,"Maianthemum racemosum"
"527","DD112","Symphyotrichumsp.",1,"Symphyotrichum"
"528","DD114","Alliariapetiolata",1,"Alliaria petiolata"
"529","DD114","Erythroniumalbidum",1,"Erythronium albidum"
"530","DD115","Podophyllumpeltatum",2,"Podophyllum peltatum"
"531","DD130","Ranunculushispidus",15,"Ranunculus hispidus"
"532","DD130","Sambucuscanadensis",4,"Sambucus canadensis"
"533","DD130","Ambrosiatrifida",5,"Ambrosia trifida"
"534","DD130","Laporteacanadensis",2,"Laportea canadensis"
"535","DD130","Rosamultiflora",3,"Rosa multiflora"
"536","DD130","Vitisriparia",2,"Vitis vulpina"
"537","DD145","Circaealutetiana",2,"Circaea lutetiana"
"538","DD145","Alliariapetiolata",1,"Alliaria petiolata"
"539","DD145","Taraxacumofficinale",1,"Taraxacum officinale"
"540","DD145","Cirsiumsp.",1,"Cirsium"
"541","DD145","Bidenssp.",1,"Bidens"
"542","DD145","Prunusserotina",3,"Prunus serotina"
"543","DD145","Trilliumrecurvatum",1,"Trillium recurvatum"
"544","DD145","Morussp.",1,"Morus"
"545","DD145","Lonicerasp.",1,"Lonicera"
"546","DD148","Vitisriparia",2,"Vitis vulpina"
"547","DD148","Rhamnuscathartica",1,"Rhamnus cathartica"
"548","DD148","Lonicerasp.",1,"Lonicera"
"549","DD148","Unk.Grass",1,""
"550","DD148","Rosasp.",1,"Rosa"
"551","DD83","Claytoniavirginica",15,"Claytonia virginica"
"552","DD83","Circaealutetiana",15,"Circaea lutetiana"
"553","DD83","Polygonatumbiflorum",3,"Polygonatum biflorum"
"554","DD83","Alliariapetiolata",1,"Alliaria petiolata"
"555","DD83","Acersaccharum",2,"Acer saccharum"
"556","DD83","Eupatoriumrugosum",1,"Ageratina altissima"
"557","DD86","Erythroniumalbidum",40,"Erythronium albidum"
"558","DD86","Geumcanadense",5,"Geum canadense"
"559","DD86","Galiumaparine",10,"Galium aparine"
"560","DD86","Arisaematriphyllum",2,"Arisaema triphyllum"
"561","DD86","Sambucuscanadensis",2,"Sambucus canadensis"
"562","DD86","Smilacinaracemosa",2,"Maianthemum racemosum"
"563","DD86","Celtisoccidentalis",0,"Celtis occidentalis"
"564","DD86","Ostryavirginiana",0,"Ostrya virginiana"
"565","DD90","Podophyllumpeltatum",25,"Podophyllum peltatum"
"566","DD90","Circaealutetiana",15,"Circaea lutetiana"
"567","DD90","Claytoniavirginica",8,"Claytonia virginica"
"568","DD90","Galiumaparine",2,"Galium aparine"
"569","DD90","Polygonumbiflorum",2,"Polygonatum biflorum"
"570","DD90","Solidagocanadensis",3,"Solidago canadensis"
"571","DD90","Prunusserotina",3,"Prunus serotina"
"572","DD90","Violasp.",2,"Viola"
"573","DD90","Alliariapetiolata",2,"Alliaria petiolata"
"574","DD90","Arisaematriphyllum",2,"Arisaema triphyllum"
"575","DD90","Geraniummaculatum",5,"Geranium maculatum"
"576","DD90","Erythroniumalbidum",2,"Erythronium albidum"
"577","E109","Glyceriastriata",8,"Glyceria striata"
"578","E109","Epilobiumcoloratum",1,"Epilobium coloratum"
"579","E109","Seedling",1,""
"580","E109","Floerkeaproserpinacoides",1,"Floerkea proserpinacoides"
"581","E109","Siumsuave",1,"Sium suave"
"582","E111","Siumsuave",10,"Sium suave"
"583","E111","Scirpusatrovirens",7,"Scirpus atrovirens"
"584","E111","Glechomahederacea",3,"Glechoma hederacea"
"585","E111","Ranunculusabortivus",1,"Ranunculus abortivus"
"586","E111","Bidensfrondosa",1,"Bidens frondosa"
"587","E111","Unidentifiedgrass",2,""
"588","EE108","Symphyotrichumdrummondii",3,"Symphyotrichum drummondii"
"589","EE108","Fragariavirginiana",5,"Fragaria virginiana"
"590","EE108","Potentillasimplex",7,"Potentilla simplex"
"591","EE108","Impatienssp.",3,"Impatiens"
"592","EE108","Solidagoaltissima",20,"Solidago canadensis"
"593","EE108","Galiumcircaezans",1,"Galium circaezans"
"594","EE108","Unk.Forb",1,""
"595","EE108","Carexsp.",2,"Carex"
"596","EE108","Circaealutetiana",2,"Circaea lutetiana"
"597","EE108","Rubussp.",1,"Rubus"
"598","EE108","Elymushystrix",2,"Elymus hystrix"
"599","EE120","Floerkeaproserpinacoides",35,"Floerkea proserpinacoides"
"600","EE120","Alliumcanadense",6,"Allium canadense"
"601","EE120","Claytoniavirginica",4,"Claytonia virginica"
"602","EE120","Circaealutetiana",3,"Circaea lutetiana"
"603","EE120","Ribesmissouriense",1,"Ribes missouriense"
"604","EE126","Floerkeaproserpinacoides",4,"Floerkea proserpinacoides"
"605","EE126","Circaealutetiana",15,"Circaea lutetiana"
"606","EE126","Impatienssp.",6,"Impatiens"
"607","EE126","Polygonumscandens",2,"Fallopia scandens"
"608","EE126","Maianthemumracemosum",1,"Maianthemum racemosum"
"609","EE126","Geumcanadense",2,"Geum canadense"
"610","EE126","Ambrosiatrifida",2,"Ambrosia trifida"
"611","EE126","Alliariapetiolata",1,"Alliaria petiolata"
"612","EE126","Cryptotaeniacanadensis",1,"Cryptotaenia canadensis"
"613","EE126","Chenopodiumalbum",1,"Chenopodium album"
"614","EE127","Phrymaleptostachya",2,"Phryma leptostachya"
"615","EE128","Floerkeaproserpinacoides",6,"Floerkea proserpinacoides"
"616","EE128","Glechomahederacea",25,"Glechoma hederacea"
"617","EE128","Geumcanadense",5,"Geum canadense"
"618","EE128","Parthenocissusquinquefolia",5,"Parthenocissus quinquefolia"
"619","EE128","Symphyotrichumdrummondii",3,"Symphyotrichum drummondii"
"620","EE128","Celtisoccidentalis",3,"Celtis occidentalis"
"621","EE128","Circaealutetiana",2,"Circaea lutetiana"
"622","EE128","Ambrosiatrifida",2,"Ambrosia trifida"
"623","EE128","Phalarisarundinacea",1,"Phalaris arundinacea"
"624","EE132","Anemonecanadensis",8,"Anemone canadensis"
"625","EE132","Ambrosiatrifida",4,"Ambrosia trifida"
"626","EE132","Phalarisarundinacea",8,"Phalaris arundinacea"
"627","EE132","Carexsp.",4,"Carex"
"628","EE132","Convolvulussepium",1,"Calystegia sepium"
"629","EE132","Symphyothrichum",1,"Symphyotrichum"
"630","EE132","Poapratensis",7,"Poa pratensis"
"631","EE132","Coronillavaria",2,"Securigera varia"
"632","EE132","Prunusamericana",1,"Prunus americana"
"633","EE134","Rhamnuscathartica",8,"Rhamnus cathartica"
"634","EE134","Loniceramaackii",15,"Lonicera maackii"
"635","EE134","Parthenocissusquinquefolia",1,"Parthenocissus quinquefolia"
"636","EE138","Vernoniaaltissima",2,"Vernonia gigantea"
"637","EE138","Ribessp.",3,"Ribes"
"638","EE138","Rubusoccidentalis",2,"Rubus occidentalis"
"639","EE138","Tiliaamericana",3,"Tilia americana"
"640","EE138","Malussieboldii",2,"Malus sieboldii"
"641","EE138","Impatienssp.",1,"Impatiens"
"642","EE138","Arisaemadracontium",2,"Arisaema dracontium"
"643","EE138","Rosamultiflora",1,"Rosa multiflora"
"644","EE140","0",0,""
"645","F107","Erythroniumalbidum",15,"Erythronium albidum"
"646","F107","Solidagocanadensis",2,"Solidago canadensis"
"647","F107","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"648","F108","Erythroniumalbidum",3,"Erythronium albidum"
"649","F108","Floerkeaproserpinacoides",1,"Floerkea proserpinacoides"
"650","F108","Carexhirtifolia",1,"Carex hirtifolia"
"651","F108","Saniculagregaria",1,"Sanicula odorata"
"652","F112","Taraxacumofficinale",1,"Taraxacum officinale"
"653","F112","Ribesmissouriense",1,"Ribes missouriense"
"654","F112","Symphyotrichumdrummondii",2,"Symphyotrichum drummondii"
"655","F112","Carexsp.#1",6,"Carex"
"656","F112","Carexsp.#2",3,"Carex"
"657","F112","Solidagoflexicaulis",5,"Solidago flexicaulis"
"658","F112","Potentillasimplex",1,"Potentilla simplex"
"659","F112","Geumcanadense",2,"Geum canadense"
"660","F112","Symphyotrichumsp.",2,"Symphyotrichum"
"661","F112","Carexsp.#3",1,"Carex"
"662","F112","Solidagoaltissima",5,"Solidago canadensis"
"663","F112","Rubussp.",2,"Rubus"
"664","F113","Erythroniumalbidum",5,"Erythronium albidum"
"665","F113","Symphyotrichumlateriflorum",1,"Symphyotrichum lateriflorum"
"666","F113","Geumcanadense",1,"Geum canadense"
"667","F113","Taraxacumofficinale",1,"Taraxacum officinale"
"668","F113","Loniceratatarica",3,"Lonicera tatarica"
"669","F113","Unidentified",2,""
"670","F113","Galiumtriflorum",1,"Galium triflorum"
"671","F113","Rubussp.",2,"Rubus"
"672","F114","Erythroniumalbidum",3,"Erythronium albidum"
"673","F114","Geumcanadense",2,"Geum canadense"
"674","F114","Taraxacumofficinale",1,"Taraxacum officinale"
"675","F114","Rubussp.",1,"Rubus"
"676","F114","Symphyotrichumlateriflorum",3,"Symphyotrichum lateriflorum"
"677","F114","Symphyotrichumdrummondii",1,"Symphyotrichum drummondii"
"678","F114","Celastrusorbiculatus",2,"Celastrus orbiculatus"
"679","F118","Erythroniumalbidum",15,"Erythronium albidum"
"680","F118","Claytoniavirginica",2,"Claytonia virginica"
"681","F118","Agrimoniapubescens",2,"Agrimonia pubescens"
"682","F118","Geumcanadense",2,"Geum canadense"
"683","F118","Floerkeaproserpinacoides",10,"Floerkea proserpinacoides"
"684","F118","Impatienssp.",2,"Impatiens"
"685","F118","Symphyotrichumlateriflorum",2,"Symphyotrichum lateriflorum"
"686","F118","Saniculagregaria",2,"Sanicula odorata"
"687","F119","Menispermumcanadense",5,"Menispermum canadense"
"688","F119","Erythroniumalbidum",5,"Erythronium albidum"
"689","F119","Floerkeaproserpinacoides",15,"Floerkea proserpinacoides"
"690","F119","Geumcanadense",3,"Geum canadense"
"691","F119","Claytoniavirginica",3,"Claytonia virginica"
"692","F119","Carexsp.",2,"Carex"
"693","F122","Ranunculushispidus",25,"Ranunculus hispidus"
"694","F122","Floerkeaproserpinacoides",25,"Floerkea proserpinacoides"
"695","F122","Geumcanadense",6,"Geum canadense"
"696","F122","Erythroniumalbidum",3,"Erythronium albidum"
"697","F122","Carexsp.",4,"Carex"
"698","F122","Claytoniavirginica",2,"Claytonia virginica"
"699","F122","Sanguinariacanadensis",2,"Sanguinaria canadensis"
"700","F122","Symphyotrichumshortii",4,"Symphyotrichum shortii"
"701","F122","Impatienssp.",2,"Impatiens"
"702","F122","Galiumaparine",2,"Galium aparine"
"703","F122","Alliariapetiolata",2,"Alliaria petiolata"
"704","F129","Symphyotrichumshortii",10,"Symphyotrichum shortii"
"705","F129","Erythroniumalbidum",4,"Erythronium albidum"
"706","F129","Cardamineconcatenata",2,"Cardamine concatenata"
"707","F129","Galiumtriflorum",2,"Galium triflorum"
"708","F134","Polygonumsp.",2,"Polygonum"
"709","F134","Alliariapetiolata",3,"Alliaria petiolata"
"710","F134","Impatienscapensis",1,"Impatiens capensis"
"711","F134","Viburnumopulus",1,"Viburnum opulus"
"712","F134","Circaealutetiana",1,"Circaea lutetiana"
"713","FF112","Hackeliavirginiana",7,"Hackelia virginiana"
"714","FF112","Geumcanadense",1,"Geum canadense"
"715","FF112","Alliariapetiolata",2,"Alliaria petiolata"
"716","FF112","Smilacinaracemosa",1,"Maianthemum racemosum"
"717","FF112","Prunusserotina",1,"Prunus serotina"
"718","FF117","Agrimoniagryposepala",8,"Agrimonia gryposepala"
"719","FF117","Geumcanadense",2,"Geum canadense"
"720","FF117","Geraniummaculatum",3,"Geranium maculatum"
"721","FF117","Potentillasimplex",2,"Potentilla simplex"
"722","FF117","Loniceramaackii",2,"Lonicera maackii"
"723","FF117","Anemonellathalictroides",3,"Anemonella thalictroides"
"724","FF117","Impatienssp.",2,"Impatiens"
"725","FF117","Floerkeaproserpinacoides",4,"Floerkea proserpinacoides"
"726","FF117","Circaealutetiana",2,"Circaea lutetiana"
"727","FF117","Claytoniavirginica",3,"Claytonia virginica"
"728","FF117","Symphyotrichumshortii",2,"Symphyotrichum shortii"
"729","FF117","Symphyotrichumlateriflorum",2,"Symphyotrichum lateriflorum"
"730","FF123","Floerkeaproserpinacoides",50,"Floerkea proserpinacoides"
"731","FF123","Claytoniavirginica",4,"Claytonia virginica"
"732","FF123","Impatienssp.",2,"Impatiens"
"733","FF123","Alliariapetiolata",2,"Alliaria petiolata"
"734","FF138","Alliariapetiolata",25,"Alliaria petiolata"
"735","FF138","Arisaematriphyllum",2,"Arisaema triphyllum"
"736","FF138","Parthenocissusquinquefolia",4,"Parthenocissus quinquefolia"
"737","FF138","Loniceramaackii",1,"Lonicera maackii"
"738","FF146","0",0,""
"739","FF91","Smilacinaracemosa",3,"Maianthemum racemosum"
"740","FF91","Arisaematriphyllum",2,"Arisaema triphyllum"
"741","FF91","Acersaccharum",3,"Acer saccharum"
"742","FF91","Viburnumopulus",2,"Viburnum opulus"
"743","FF91","Loniceramaackii",2,"Lonicera maackii"
"744","FF91","Viburnumopulus",1,"Viburnum opulus"
"745","FF91","Viburnumsp.",1,"Viburnum"
"746","FF94","Solidagoaltissima",15,"Solidago canadensis"
"747","FF94","Symphyotrichumdrummondii",15,"Symphyotrichum drummondii"
"748","FF94","Poapratensis",15,"Poa pratensis"
"749","FF94","Convolvulussepium",5,"Calystegia sepium"
"750","FF94","Ambrosiaartemisiifolia",3,"Ambrosia artemisiifolia"
"751","FF94","Violasp.",4,"Viola"
"752","FF94","Daucuscarota",2,"Daucus carota"
"753","FF94","Glechomahederacea",2,"Glechoma hederacea"
"754","FF94","Claytoniavirginica",2,"Claytonia virginica"
"755","FF94","Rudbeckiahirta",1,"Rudbeckia hirta"
"756","FF94","Erigeronannuus",1,"Erigeron annuus"
"757","FF94","Equisetumarvense",2,"Equisetum arvense"
"758","FF94","Circaealutetiana",3,"Circaea lutetiana"
"759","G109","Erythroniumalbidum",3,"Erythronium albidum"
"760","G109","Floerkeaproserpinacoides",4,"Floerkea proserpinacoides"
"761","G109","Alliumcanadense",1,"Allium canadense"
"762","G109","Geumcanadense",1,"Geum canadense"
"763","G109","Geraniummaculatum",1,"Geranium maculatum"
"764","G109","Anemonequinquefolia",2,"Anemone quinquefolia"
"765","G109","Alliariapetiolata",1,"Alliaria petiolata"
"766","G109","Smilacinaracemosa",1,"Maianthemum racemosum"
"767","G109","Osmorhizaclaytoniana",1,"Osmorhiza claytonii"
"768","G109","Caulophyllumthalictroides",1,"Caulophyllum thalictroides"
"769","G109","Claytoniavirginica",2,"Claytonia virginica"
"770","G126","Carexsp.",20,"Carex"
"771","G126","Erythroniumalbidum",5,"Erythronium albidum"
"772","G126","Hepaticaacutiloba",4,"Hepatica acutiloba"
"773","G126","Cardamineconcatenata",3,"Cardamine concatenata"
"774","G126","Potentillasimplex",2,"Potentilla simplex"
"775","G126","Violasororia",4,"Viola sororia"
"776","G126","Geraniummaculatum",4,"Geranium maculatum"
"777","G126","Symphyotrichumlateriflorum",4,"Symphyotrichum lateriflorum"
"778","G126","Claytoniavirginica",2,"Claytonia virginica"
"779","G126","Agrimoniapubescens",2,"Agrimonia pubescens"
"780","G126","Carexsp.",20,"Carex"
"781","G126","Erythroniumalbidum",5,"Erythronium albidum"
"782","G126","Hepaticaacutiloba",4,"Hepatica acutiloba"
"783","G126","Cardamineconcatenata",3,"Cardamine concatenata"
"784","G126","Potentillasimplex",2,"Potentilla simplex"
"785","G126","Violasororia",4,"Viola sororia"
"786","G126","Geraniummaculatum",4,"Geranium maculatum"
"787","G126","Symphyotrichumlateriflorum",4,"Symphyotrichum lateriflorum"
"788","G126","Claytoniavirginica",2,"Claytonia virginica"
"789","G126","Agrimoniapubescens",2,"Agrimonia pubescens"
"790","G132","Acersaccharum",1,"Acer saccharum"
"791","G132","Uvulariagrandiflora",2,"Uvularia grandiflora"
"792","G132","Alliariapetiolata",1,"Alliaria petiolata"
"793","G132","Erythroniumalbidum",3,"Erythronium albidum"
"794","G132","Trilliumrecurvatum",3,"Trillium recurvatum"
"795","G132","Saniculagregaria",1,"Sanicula odorata"
"796","G132","Circaealutetiana",1,"Circaea lutetiana"
"797","G137","Rhamnuscathartica",2,"Rhamnus cathartica"
"798","G137","Taraxacumofficinale",2,"Taraxacum officinale"
"799","G137","Trifoliumpratense",2,"Trifolium pratense"
"800","G137","Coronillavaria",2,"Securigera varia"
"801","G137","Hackeliavirginiana",1,"Hackelia virginiana"
"802","G137","Carexsp.",5,"Carex"
"803","G137","Smilacinaracemosa",1,"Maianthemum racemosum"
"804","G137","Symphyotrichumdrummondii",2,"Symphyotrichum drummondii"
"805","G137","Oxalisstricta",1,"Oxalis stricta"
"806","G137","Solidagoaltissima",1,"Solidago canadensis"
"807","G137","Symphyotrichumsp.",1,"Symphyotrichum"
"808","G137","Unidentifiedforb",1,""
"809","G137","Unidentifiedgrass",1,""
"810","GG121","Galiumaparine",2,"Galium aparine"
"811","GG121","Claytoniavirginica",3,"Claytonia virginica"
"812","GG121","Cardamineconcatenata",1,"Cardamine concatenata"
"813","GG121","Maianthemumracemosum",2,"Maianthemum racemosum"
"814","GG121","Floerkeaproserpinacoides",2,"Floerkea proserpinacoides"
"815","GG121","Circaealutetiana",2,"Circaea lutetiana"
"816","GG121","Acersaccharum",4,"Acer saccharum"
"817","GG122","Floerkeaproserpinacoides",75,"Floerkea proserpinacoides"
"818","GG122","Claytoniavirginica",12,"Claytonia virginica"
"819","GG122","Cardamineconcatenata",4,"Cardamine concatenata"
"820","GG127","Ambrosiatrifida",30,"Ambrosia trifida"
"821","GG127","Impatienssp.",1,"Impatiens"
"822","GG127","Alliariapetiolata",3,"Alliaria petiolata"
"823","GG127","Toxicondendronradicans",2,"Toxicodendron radicans"
"824","GG127","Loniceramaackii",1,"Lonicera maackii"
